,Date,Open,High,Low,Close,Adj Close,Volume,symbol,date
0,1980-12-12,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.098943218588829,469033600,AAPL,1980-12-12
1,1980-12-15,0.1222100034356117,0.1222100034356117,0.1216519996523857,0.1216519996523857,0.0937812551856041,175884800,AAPL,1980-12-15
2,1980-12-16,0.1132809966802597,0.1132809966802597,0.1127230003476142,0.1127230003476142,0.0868979394435882,105728000,AAPL,1980-12-16
3,1980-12-17,0.1155129969120025,0.1160710006952285,0.1155129969120025,0.1155129969120025,0.0890487506985664,86441600,AAPL,1980-12-17
4,1980-12-18,0.1188620030879974,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0916305109858512,73449600,AAPL,1980-12-18
5,1980-12-19,0.1261159926652908,0.1266739964485168,0.1261159926652908,0.1261159926652908,0.0972225815057754,48630400,AAPL,1980-12-19
6,1980-12-22,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1322540044784546,0.1019543781876564,37363200,AAPL,1980-12-22
7,1980-12-23,0.1378349959850311,0.1383929997682571,0.1378349959850311,0.1378349959850311,0.10625671595335,46950400,AAPL,1980-12-23
8,1980-12-24,0.1450890004634857,0.1456470042467117,0.1450890004634857,0.1450890004634857,0.1118488162755966,48003200,AAPL,1980-12-24
9,1980-12-26,0.1584820002317428,0.1590400040149688,0.1584820002317428,0.1584820002317428,0.1221734061837196,55574400,AAPL,1980-12-26
10,1980-12-29,0.1607140004634857,0.1612720042467117,0.1607140004634857,0.1607140004634857,0.1238940805196762,93161600,AAPL,1980-12-29
11,1980-12-30,0.1573659926652908,0.1573659926652908,0.156808003783226,0.156808003783226,0.1208829879760742,68880000,AAPL,1980-12-30
12,1980-12-31,0.1529020071029663,0.1529020071029663,0.1523440033197403,0.1523440033197403,0.1174416840076446,35750400,AAPL,1980-12-31
13,1981-01-02,0.1540179997682571,0.1551340073347091,0.1540179997682571,0.1540179997682571,0.1187321543693542,21660800,AAPL,1981-01-02
