datetime,open,high,low,close,volume,average,barCount,symbol,interval
2024-09-09 13:30:00+00:00,160.76,161.18,160.62,160.78,260764.0,160.785,261,TSM,1m
2024-09-09 13:31:00+00:00,160.8,161.38,160.79,161.36,37023.0,161.223,257,TSM,1m
2024-09-09 13:32:00+00:00,161.41,161.61,161.08,161.59,54919.0,161.432,398,TSM,1m
2024-09-09 13:33:00+00:00,161.69,162.06,161.68,162.06,69514.0,161.868,428,TSM,1m
2024-09-09 13:34:00+00:00,162.06,162.29,161.97,162.17,49718.0,162.167,334,TSM,1m
2024-09-09 13:35:00+00:00,162.17,162.28,161.56,161.6,99512.0,161.781,458,TSM,1m
2024-09-09 13:36:00+00:00,161.58,161.67,161.06,161.13,42447.0,161.32,310,TSM,1m
2024-09-09 13:37:00+00:00,161.15,161.7,161.13,161.41,43222.0,161.413,209,TSM,1m
2024-09-09 13:38:00+00:00,161.57,161.57,161.22,161.22,33782.0,161.395,183,TSM,1m
2024-09-09 13:39:00+00:00,161.22,161.92,161.22,161.78,29964.0,161.69,162,TSM,1m
2024-09-09 13:40:00+00:00,161.79,161.92,161.2,161.47,34213.0,161.557,165,TSM,1m
2024-09-09 13:41:00+00:00,161.38,161.86,161.21,161.7,33153.0,161.494,198,TSM,1m
2024-09-09 13:42:00+00:00,161.72,161.9,161.54,161.78,30227.0,161.696,234,TSM,1m
2024-09-09 13:43:00+00:00,161.74,161.94,161.66,161.77,28120.0,161.773,203,TSM,1m
2024-09-09 13:44:00+00:00,161.8,161.83,161.55,161.55,37294.0,161.709,227,TSM,1m
2024-09-09 13:45:00+00:00,161.55,161.7,161.4,161.58,45635.0,161.543,283,TSM,1m
2024-09-09 13:46:00+00:00,161.52,161.61,161.23,161.28,21095.0,161.375,126,TSM,1m
2024-09-09 13:47:00+00:00,161.3,161.46,161.26,161.32,35393.0,161.367,201,TSM,1m
2024-09-09 13:48:00+00:00,161.32,161.35,160.94,160.97,30578.0,161.095,202,TSM,1m
2024-09-09 13:49:00+00:00,160.99,161.3,160.97,161.06,35529.0,161.165,223,TSM,1m
2024-09-09 13:50:00+00:00,161.06,161.6,161.05,161.59,26768.0,161.351,174,TSM,1m
2024-09-09 13:51:00+00:00,161.56,161.67,161.39,161.48,14701.0,161.537,112,TSM,1m
2024-09-09 13:52:00+00:00,161.51,161.66,161.38,161.46,17894.0,161.516,134,TSM,1m
2024-09-09 13:53:00+00:00,161.4,161.47,161.3,161.4,24041.0,161.361,172,TSM,1m
2024-09-09 13:54:00+00:00,161.37,161.5,161.3,161.36,15459.0,161.393,111,TSM,1m
2024-09-09 13:55:00+00:00,161.36,161.49,161.29,161.3,19008.0,161.399,146,TSM,1m
2024-09-09 13:56:00+00:00,161.32,161.58,161.32,161.52,10596.0,161.494,90,TSM,1m
2024-09-09 13:57:00+00:00,161.52,161.82,161.42,161.75,15283.0,161.644,106,TSM,1m
2024-09-09 13:58:00+00:00,161.75,162.12,161.75,162.08,39945.0,161.943,247,TSM,1m
2024-09-09 13:59:00+00:00,162.08,162.13,161.98,162.08,35571.0,162.064,248,TSM,1m
2024-09-09 14:00:00+00:00,162.09,162.14,161.78,161.79,28257.0,161.935,200,TSM,1m
2024-09-09 14:01:00+00:00,161.8,162.09,161.75,161.95,16564.0,161.94,109,TSM,1m
