datetime,open,high,low,close,volume,average,barCount,symbol,interval
2024-09-09 13:30:00+00:00,174.53,174.7,173.53,173.59,624038.0,174.296,1181,AMZN,1m
2024-09-09 13:31:00+00:00,173.6,174.06,173.6,173.84,118718.0,173.865,510,AMZN,1m
2024-09-09 13:32:00+00:00,173.84,174.56,173.79,174.43,129069.0,174.271,532,AMZN,1m
2024-09-09 13:33:00+00:00,174.45,175.18,174.45,175.11,195118.0,174.834,779,AMZN,1m
2024-09-09 13:34:00+00:00,175.1,175.15,174.85,174.99,180032.0,175.026,649,AMZN,1m
2024-09-09 13:35:00+00:00,175.0,175.04,174.73,174.87,88497.0,174.902,456,AMZN,1m
2024-09-09 13:36:00+00:00,174.86,174.94,174.53,174.54,78532.0,174.77,317,AMZN,1m
2024-09-09 13:37:00+00:00,174.54,174.87,174.54,174.73,83852.0,174.754,382,AMZN,1m
2024-09-09 13:38:00+00:00,174.74,174.75,174.52,174.6,45824.0,174.613,245,AMZN,1m
2024-09-09 13:39:00+00:00,174.6,174.9,174.58,174.81,43972.0,174.763,230,AMZN,1m
2024-09-09 13:40:00+00:00,174.8,174.87,174.65,174.73,55903.0,174.765,276,AMZN,1m
2024-09-09 13:41:00+00:00,174.74,174.79,174.55,174.7,75771.0,174.666,380,AMZN,1m
2024-09-09 13:42:00+00:00,174.73,174.8,174.61,174.74,45720.0,174.705,252,AMZN,1m
2024-09-09 13:43:00+00:00,174.73,175.0,174.61,174.97,73236.0,174.848,334,AMZN,1m
2024-09-09 13:44:00+00:00,174.97,175.21,174.96,175.0,119946.0,175.086,468,AMZN,1m
2024-09-09 13:45:00+00:00,175.0,175.09,174.82,174.97,72042.0,174.952,318,AMZN,1m
2024-09-09 13:46:00+00:00,174.97,175.0,174.77,174.88,46846.0,174.872,261,AMZN,1m
2024-09-09 13:47:00+00:00,174.88,175.02,174.65,174.74,76738.0,174.87,373,AMZN,1m
2024-09-09 13:48:00+00:00,174.74,174.86,174.61,174.83,36440.0,174.739,200,AMZN,1m
2024-09-09 13:49:00+00:00,174.85,174.88,174.68,174.72,72606.0,174.778,262,AMZN,1m
2024-09-09 13:50:00+00:00,174.71,175.28,174.71,175.23,77266.0,175.039,444,AMZN,1m
2024-09-09 13:51:00+00:00,175.23,175.26,174.94,175.24,65643.0,175.12,287,AMZN,1m
2024-09-09 13:52:00+00:00,175.23,175.34,175.07,175.24,89123.0,175.221,532,AMZN,1m
2024-09-09 13:53:00+00:00,175.22,175.23,174.81,174.87,51732.0,175.022,261,AMZN,1m
2024-09-09 13:54:00+00:00,174.85,175.01,174.78,174.96,42194.0,174.922,258,AMZN,1m
2024-09-09 13:55:00+00:00,174.97,175.16,174.97,175.05,34483.0,175.074,204,AMZN,1m
2024-09-09 13:56:00+00:00,175.05,175.11,174.95,174.95,28510.0,175.049,139,AMZN,1m
2024-09-09 13:57:00+00:00,174.95,175.05,174.93,175.01,22082.0,175.002,140,AMZN,1m
2024-09-09 13:58:00+00:00,175.01,175.23,174.98,175.23,77769.0,175.153,268,AMZN,1m
2024-09-09 13:59:00+00:00,175.23,175.32,175.13,175.13,102095.0,175.255,322,AMZN,1m
2024-09-09 14:00:00+00:00,175.15,175.18,174.74,174.84,53119.0,174.945,273,AMZN,1m
2024-09-09 14:01:00+00:00,174.84,174.99,174.8,174.96,37772.0,174.89,184,AMZN,1m
2024-09-09 14:02:00+00:00,174.95,175.2,174.91,175.17,32043.0,175.028,204,AMZN,1m
2024-09-09 14:03:00+00:00,175.17,175.25,175.03,175.23,48189.0,175.146,245,AMZN,1m
2024-09-09 14:04:00+00:00,175.22,175.23,174.93,175.03,48390.0,175.089,216,AMZN,1m
2024-09-09 14:05:00+00:00,175.01,175.02,174.89,174.95,31644.0,174.953,181,AMZN,1m
2024-09-09 14:06:00+00:00,174.94,174.99,174.6,174.61,41571.0,174.842,235,AMZN,1m
2024-09-09 14:07:00+00:00,174.61,174.64,174.21,174.37,89900.0,174.388,448,AMZN,1m
2024-09-09 14:08:00+00:00,174.34,174.6,174.33,174.43,64565.0,174.439,245,AMZN,1m
2024-09-09 14:09:00+00:00,174.43,174.46,174.34,174.38,34675.0,174.401,205,AMZN,1m
2024-09-09 14:10:00+00:00,174.38,174.88,174.37,174.87,57015.0,174.664,267,AMZN,1m
2024-09-09 14:11:00+00:00,174.88,175.14,174.85,175.11,39990.0,174.974,232,AMZN,1m
2024-09-09 14:12:00+00:00,175.12,175.18,174.97,175.06,53575.0,175.093,262,AMZN,1m
2024-09-09 14:13:00+00:00,175.09,175.11,174.92,174.97,48890.0,175.0,280,AMZN,1m
2024-09-09 14:14:00+00:00,174.99,175.18,174.99,175.1,47893.0,175.097,227,AMZN,1m
2024-09-09 14:15:00+00:00,175.11,175.14,175.01,175.06,33944.0,175.073,149,AMZN,1m
2024-09-09 14:16:00+00:00,175.07,175.2,174.93,174.94,44781.0,175.106,214,AMZN,1m
2024-09-09 14:17:00+00:00,174.97,175.06,174.78,174.96,42803.0,174.962,161,AMZN,1m
2024-09-09 14:18:00+00:00,174.93,175.06,174.52,174.54,50677.0,174.796,247,AMZN,1m
2024-09-09 14:19:00+00:00,174.56,174.58,174.36,174.56,80260.0,174.473,370,AMZN,1m
2024-09-09 14:20:00+00:00,174.53,174.64,174.38,174.54,101961.0,174.52,287,AMZN,1m
2024-09-09 14:21:00+00:00,174.53,174.56,174.29,174.53,74233.0,174.437,345,AMZN,1m
2024-09-09 14:22:00+00:00,174.52,174.56,174.39,174.47,44946.0,174.478,202,AMZN,1m
2024-09-09 14:23:00+00:00,174.44,174.49,174.25,174.39,39596.0,174.363,164,AMZN,1m
2024-09-09 14:24:00+00:00,174.39,174.53,174.22,174.34,78493.0,174.353,316,AMZN,1m
2024-09-09 14:25:00+00:00,174.34,174.42,174.16,174.22,30473.0,174.283,141,AMZN,1m
2024-09-09 14:26:00+00:00,174.22,174.32,174.16,174.19,26076.0,174.23,131,AMZN,1m
2024-09-09 14:27:00+00:00,174.18,174.23,174.06,174.08,41455.0,174.129,210,AMZN,1m
2024-09-09 14:28:00+00:00,174.06,174.31,174.06,174.28,84124.0,174.145,258,AMZN,1m
2024-09-09 14:29:00+00:00,174.27,174.41,174.23,174.32,24157.0,174.326,142,AMZN,1m
2024-09-09 14:30:00+00:00,174.32,174.34,173.96,174.03,52440.0,174.081,269,AMZN,1m
2024-09-09 14:31:00+00:00,174.04,174.15,174.01,174.1,39757.0,174.082,196,AMZN,1m
2024-09-09 14:32:00+00:00,174.1,174.12,173.97,174.0,38778.0,174.025,169,AMZN,1m
2024-09-09 14:33:00+00:00,173.98,174.1,173.73,173.97,57925.0,173.923,301,AMZN,1m
2024-09-09 14:34:00+00:00,173.97,174.09,173.89,174.03,20075.0,173.986,140,AMZN,1m
2024-09-09 14:35:00+00:00,174.03,174.2,174.03,174.1,45942.0,174.128,176,AMZN,1m
2024-09-09 14:36:00+00:00,174.1,174.14,173.97,174.1,71960.0,174.06,181,AMZN,1m
2024-09-09 14:37:00+00:00,174.11,174.15,173.98,173.98,41059.0,174.071,203,AMZN,1m
2024-09-09 14:38:00+00:00,174.0,174.02,173.81,173.87,36420.0,173.912,169,AMZN,1m
2024-09-09 14:39:00+00:00,173.87,173.98,173.81,173.94,39824.0,173.877,189,AMZN,1m
2024-09-09 14:40:00+00:00,173.95,174.03,173.93,173.95,40985.0,173.987,158,AMZN,1m
2024-09-09 14:41:00+00:00,173.96,174.04,173.93,173.96,42115.0,173.973,138,AMZN,1m
2024-09-09 14:42:00+00:00,173.94,174.17,173.93,174.0,38892.0,174.035,171,AMZN,1m
2024-09-09 14:43:00+00:00,174.04,174.14,173.97,174.09,21425.0,174.061,123,AMZN,1m
2024-09-09 14:44:00+00:00,174.07,174.14,173.92,173.95,52921.0,174.085,222,AMZN,1m
2024-09-09 14:45:00+00:00,173.97,174.06,173.93,174.0,24902.0,173.995,150,AMZN,1m
2024-09-09 14:46:00+00:00,174.01,174.09,173.98,174.03,28137.0,174.043,122,AMZN,1m
2024-09-09 14:47:00+00:00,174.03,174.03,173.92,173.95,31884.0,173.96,172,AMZN,1m
2024-09-09 14:48:00+00:00,173.96,174.03,173.83,174.02,75022.0,173.905,292,AMZN,1m
2024-09-09 14:49:00+00:00,174.03,174.17,174.02,174.16,78711.0,174.065,236,AMZN,1m
2024-09-09 14:50:00+00:00,174.13,174.15,174.02,174.05,35210.0,174.091,189,AMZN,1m
2024-09-09 14:51:00+00:00,174.06,174.21,174.05,174.15,50420.0,174.137,242,AMZN,1m
2024-09-09 14:52:00+00:00,174.15,174.17,173.97,174.04,37284.0,174.048,173,AMZN,1m
2024-09-09 14:53:00+00:00,174.06,174.09,173.95,174.03,33995.0,174.015,166,AMZN,1m
2024-09-09 14:54:00+00:00,174.03,174.12,173.99,174.11,33991.0,174.067,164,AMZN,1m
2024-09-09 14:55:00+00:00,174.1,174.24,174.08,174.18,55569.0,174.161,223,AMZN,1m
2024-09-09 14:56:00+00:00,174.17,174.19,173.9,173.91,44941.0,174.057,143,AMZN,1m
2024-09-09 14:57:00+00:00,173.9,174.01,173.85,174.01,88176.0,173.954,194,AMZN,1m
