datetime,open,high,low,close,volume,average,barCount,symbol,interval
2024-09-09 13:30:00+00:00,506.16,506.99,504.3,505.74,142068.0,505.994,351,META,1m
2024-09-09 13:31:00+00:00,505.92,507.7,505.84,507.01,61276.0,506.769,289,META,1m
2024-09-09 13:32:00+00:00,507.07,508.7,507.02,507.72,51267.0,508.139,230,META,1m
2024-09-09 13:33:00+00:00,507.81,508.63,507.56,508.19,34916.0,508.129,259,META,1m
2024-09-09 13:34:00+00:00,508.2,508.3,507.37,507.8,31883.0,507.841,233,META,1m
2024-09-09 13:35:00+00:00,507.92,508.5,507.66,508.13,25559.0,508.17,197,META,1m
2024-09-09 13:36:00+00:00,508.0,508.5,507.4,507.88,21621.0,507.975,151,META,1m
2024-09-09 13:37:00+00:00,507.97,508.5,507.72,507.83,17347.0,507.972,79,META,1m
2024-09-09 13:38:00+00:00,507.99,508.1,507.5,507.72,24452.0,507.89,113,META,1m
2024-09-09 13:39:00+00:00,507.71,508.2,507.31,508.2,20796.0,507.756,134,META,1m
2024-09-09 13:40:00+00:00,508.1,508.1,506.79,507.17,20953.0,507.322,140,META,1m
2024-09-09 13:41:00+00:00,507.27,507.7,506.94,507.56,27782.0,507.389,142,META,1m
2024-09-09 13:42:00+00:00,507.48,508.06,507.27,508.02,23341.0,507.696,157,META,1m
2024-09-09 13:43:00+00:00,507.95,508.55,507.82,508.27,27538.0,508.213,175,META,1m
2024-09-09 13:44:00+00:00,508.42,509.1,508.0,508.0,39737.0,508.705,212,META,1m
2024-09-09 13:45:00+00:00,508.0,508.8,507.89,508.2,10930.0,508.404,75,META,1m
2024-09-09 13:46:00+00:00,508.07,508.5,507.79,508.5,15478.0,508.177,107,META,1m
2024-09-09 13:47:00+00:00,508.7,509.48,508.7,509.14,51110.0,509.239,333,META,1m
2024-09-09 13:48:00+00:00,509.08,509.52,508.94,509.24,35809.0,509.273,190,META,1m
2024-09-09 13:49:00+00:00,509.31,510.22,509.24,509.83,58663.0,509.828,313,META,1m
2024-09-09 13:50:00+00:00,509.85,510.66,509.85,510.65,40353.0,510.351,234,META,1m
2024-09-09 13:51:00+00:00,510.57,510.65,510.14,510.37,29366.0,510.424,193,META,1m
2024-09-09 13:52:00+00:00,510.49,511.28,510.49,510.97,36945.0,510.978,224,META,1m
2024-09-09 13:53:00+00:00,510.95,510.95,509.97,510.19,27347.0,510.481,188,META,1m
2024-09-09 13:54:00+00:00,510.22,510.75,510.19,510.74,33361.0,510.528,170,META,1m
2024-09-09 13:55:00+00:00,510.74,511.33,510.61,510.85,40109.0,511.044,216,META,1m
2024-09-09 13:56:00+00:00,510.62,510.84,509.77,510.06,26707.0,510.186,119,META,1m
2024-09-09 13:57:00+00:00,510.01,510.25,509.83,510.21,16202.0,510.06,93,META,1m
2024-09-09 13:58:00+00:00,510.25,510.51,509.97,510.5,20075.0,510.265,143,META,1m
2024-09-09 13:59:00+00:00,510.49,510.61,509.56,509.71,18451.0,509.935,91,META,1m
2024-09-09 14:00:00+00:00,509.76,509.81,508.65,508.85,30980.0,509.275,171,META,1m
2024-09-09 14:01:00+00:00,508.97,509.3,508.82,509.3,19562.0,509.032,130,META,1m
2024-09-09 14:02:00+00:00,509.5,509.92,509.28,509.88,9399.0,509.672,63,META,1m
2024-09-09 14:03:00+00:00,509.9,510.1,509.77,509.88,10406.0,509.998,49,META,1m
2024-09-09 14:04:00+00:00,509.91,510.06,509.27,509.44,14382.0,509.823,89,META,1m
2024-09-09 14:05:00+00:00,509.35,509.4,509.0,509.03,7457.0,509.142,59,META,1m
2024-09-09 14:06:00+00:00,508.99,508.99,508.4,508.46,15077.0,508.68,85,META,1m
2024-09-09 14:07:00+00:00,508.46,508.57,507.85,508.44,15411.0,508.118,111,META,1m
2024-09-09 14:08:00+00:00,508.44,509.04,508.44,508.94,9354.0,508.798,68,META,1m
