datetime,open,high,low,close,volume,average,barCount,barcount,symbol,interval
2024-09-12 13:49:00+00:00,421.0,421.01,420.14,420.53,65407.0,420.604,492.0,,MSFT,1m
2024-09-12 13:50:00+00:00,420.52,420.82,420.15,420.17,36066.0,420.534,222.0,,MSFT,1m
2024-09-12 13:51:00+00:00,420.29,420.79,420.21,420.79,17276.0,420.503,146.0,,MSFT,1m
2024-09-12 13:52:00+00:00,420.81,421.41,420.69,421.27,24384.0,421.039,156.0,,MSFT,1m
2024-09-12 13:53:00+00:00,421.2,421.24,420.98,421.24,9503.0,421.152,76.0,,MSFT,1m
2024-09-12 13:54:00+00:00,421.31,421.66,421.05,421.59,17553.0,421.431,118.0,,MSFT,1m
2024-09-12 13:55:00+00:00,421.58,421.6,420.87,420.88,22518.0,421.161,126.0,,MSFT,1m
2024-09-12 13:56:00+00:00,420.94,421.0,420.75,420.9,26343.0,420.878,161.0,,MSFT,1m
2024-09-12 13:57:00+00:00,420.83,421.0,420.6,420.94,17040.0,420.862,122.0,,MSFT,1m
2024-09-12 13:58:00+00:00,420.93,421.03,420.7,420.9,20392.0,420.898,149.0,,MSFT,1m
2024-09-12 13:59:00+00:00,420.96,421.07,420.74,421.07,17073.0,420.927,149.0,,MSFT,1m
2024-09-12 14:00:00+00:00,421.06,421.3,420.48,420.93,38998.0,420.909,265.0,,MSFT,1m
2024-09-12 14:01:00+00:00,420.9,421.26,420.59,420.76,17253.0,420.918,121.0,,MSFT,1m
2024-09-12 14:02:00+00:00,420.79,421.2,420.63,421.2,9929.0,420.917,81.0,,MSFT,1m
2024-09-12 14:03:00+00:00,421.32,421.65,421.07,421.46,33114.0,421.361,198.0,,MSFT,1m
2024-09-12 14:04:00+00:00,421.49,421.5,420.79,420.93,13579.0,421.094,104.0,,MSFT,1m
2024-09-12 14:05:00+00:00,420.9,420.96,420.53,420.91,15745.0,420.788,120.0,,MSFT,1m
2024-09-12 14:06:00+00:00,420.93,421.11,420.71,420.82,22695.0,420.955,120.0,,MSFT,1m
2024-09-12 14:07:00+00:00,420.86,420.93,420.46,420.73,10387.0,420.672,74.0,,MSFT,1m
2024-09-12 14:08:00+00:00,420.72,420.73,420.37,420.65,13401.0,420.518,85.0,,MSFT,1m
2024-09-12 14:09:00+00:00,420.64,420.9,420.58,420.86,19865.0,420.744,81.0,,MSFT,1m
2024-09-12 14:10:00+00:00,420.92,421.15,420.81,421.04,10689.0,420.986,81.0,,MSFT,1m
2024-09-12 14:11:00+00:00,421.09,421.45,421.04,421.04,27457.0,421.23,195.0,,MSFT,1m
2024-09-12 14:12:00+00:00,421.08,421.76,421.06,421.55,59253.0,421.577,370.0,,MSFT,1m
2024-09-12 14:13:00+00:00,421.59,421.88,421.46,421.86,24030.0,421.701,190.0,,MSFT,1m
2024-09-12 14:14:00+00:00,421.9,422.27,421.86,422.23,29937.0,422.056,199.0,,MSFT,1m
2024-09-12 14:15:00+00:00,422.2,422.28,421.8,422.16,30625.0,422.044,201.0,,MSFT,1m
2024-09-12 14:16:00+00:00,422.24,422.35,421.95,422.25,23873.0,422.202,144.0,,MSFT,1m
2024-09-12 14:17:00+00:00,422.25,422.9,422.19,422.8,51741.0,422.617,250.0,,MSFT,1m
2024-09-12 14:18:00+00:00,422.8,423.0,422.67,422.79,22303.0,422.83,152.0,,MSFT,1m
2024-09-12 14:19:00+00:00,422.83,422.87,422.63,422.68,15660.0,422.756,121.0,,MSFT,1m
2024-09-12 14:20:00+00:00,422.74,422.85,422.59,422.66,23339.0,422.723,175.0,,MSFT,1m
2024-09-12 14:21:00+00:00,422.67,422.67,422.23,422.39,33062.0,422.375,238.0,,MSFT,1m
2024-09-12 14:22:00+00:00,422.39,422.47,422.2,422.3,16092.0,422.342,129.0,,MSFT,1m
2024-09-12 14:23:00+00:00,422.37,422.42,422.05,422.15,10240.0,422.218,81.0,,MSFT,1m
2024-09-12 14:24:00+00:00,422.09,422.09,421.47,421.73,18118.0,421.76,126.0,,MSFT,1m
2024-09-12 14:25:00+00:00,421.77,421.94,421.67,421.78,20095.0,421.838,114.0,,MSFT,1m
2024-09-12 14:26:00+00:00,421.84,422.19,421.84,422.13,29666.0,422.071,163.0,,MSFT,1m
2024-09-12 14:27:00+00:00,422.07,422.18,421.67,421.67,23099.0,421.981,125.0,,MSFT,1m
2024-09-12 14:28:00+00:00,421.67,421.96,421.6,421.91,14578.0,421.854,108.0,,MSFT,1m
2024-09-12 14:29:00+00:00,421.83,421.85,421.49,421.6,19045.0,421.68,119.0,,MSFT,1m
2024-09-12 14:30:00+00:00,421.61,421.7,421.41,421.64,28492.0,421.536,122.0,,MSFT,1m
2024-09-12 14:31:00+00:00,421.66,421.7,421.5,421.62,14419.0,421.594,94.0,,MSFT,1m
2024-09-12 14:32:00+00:00,421.61,421.8,421.47,421.78,12714.0,421.627,107.0,,MSFT,1m
2024-09-12 14:33:00+00:00,421.74,422.0,421.58,421.9,15631.0,421.817,98.0,,MSFT,1m
2024-09-12 14:34:00+00:00,421.88,422.25,421.87,422.11,16559.0,422.091,124.0,,MSFT,1m
2024-09-12 14:35:00+00:00,422.07,422.08,420.0,420.62,70140.0,420.822,434.0,,MSFT,1m
2024-09-12 14:36:00+00:00,420.67,420.71,420.0,420.65,28170.0,420.305,175.0,,MSFT,1m
2024-09-12 14:37:00+00:00,420.63,421.06,420.59,421.01,15337.0,420.879,107.0,,MSFT,1m
2024-09-12 14:38:00+00:00,421.02,421.48,420.86,421.43,25522.0,421.237,162.0,,MSFT,1m
2024-09-12 14:39:00+00:00,421.41,421.5,420.74,421.05,20520.0,421.15,147.0,,MSFT,1m
2024-09-12 14:40:00+00:00,421.05,421.43,420.78,421.34,22409.0,421.142,130.0,,MSFT,1m
2024-09-12 14:41:00+00:00,421.25,421.3,420.68,420.98,28572.0,420.984,101.0,,MSFT,1m
2024-09-12 14:42:00+00:00,420.96,421.11,420.9,421.04,22813.0,420.996,170.0,,MSFT,1m
2024-09-12 14:43:00+00:00,421.01,421.21,420.98,421.15,10726.0,421.102,77.0,,MSFT,1m
2024-09-12 14:44:00+00:00,421.17,421.39,420.95,421.03,19536.0,421.213,131.0,,MSFT,1m
2024-09-12 14:45:00+00:00,421.03,421.14,420.76,421.11,19620.0,420.988,72.0,,MSFT,1m
2024-09-12 14:46:00+00:00,421.16,421.2,420.83,421.05,8428.0,421.062,68.0,,MSFT,1m
2024-09-12 14:47:00+00:00,421.01,421.25,420.82,421.05,15154.0,421.032,61.0,,MSFT,1m
2024-09-12 14:48:00+00:00,421.06,421.13,420.89,421.03,8135.0,421.02,52.0,,MSFT,1m
2024-09-12 14:49:00+00:00,421.1,421.52,421.1,421.4,16692.0,421.364,84.0,,MSFT,1m
2024-09-12 14:50:00+00:00,421.4,421.5,421.19,421.36,14917.0,421.374,80.0,,MSFT,1m
2024-09-12 14:51:00+00:00,421.34,421.42,421.26,421.37,10859.0,421.302,35.0,,MSFT,1m
2024-09-12 14:52:00+00:00,421.42,421.43,421.1,421.37,7411.0,421.313,51.0,,MSFT,1m
2024-09-12 14:53:00+00:00,421.2,421.25,421.0,421.03,5285.0,421.136,31.0,,MSFT,1m
2024-09-12 14:54:00+00:00,421.05,421.49,421.03,421.48,13019.0,421.21,95.0,,MSFT,1m
2024-09-12 14:55:00+00:00,421.51,421.98,421.49,421.62,22230.0,421.756,120.0,,MSFT,1m
2024-09-12 14:56:00+00:00,421.66,421.71,421.16,421.31,21677.0,421.417,139.0,,MSFT,1m
2024-09-12 14:57:00+00:00,421.36,421.38,420.47,420.83,30411.0,420.749,215.0,,MSFT,1m
2024-09-12 14:58:00+00:00,420.83,420.98,420.71,420.77,31919.0,420.862,264.0,,MSFT,1m
2024-09-12 14:59:00+00:00,420.74,420.79,420.0,420.24,42531.0,420.361,300.0,,MSFT,1m
2024-09-12 15:00:00+00:00,420.21,420.36,419.75,420.05,54366.0,420.039,340.0,,MSFT,1m
2024-09-12 15:01:00+00:00,420.05,420.75,420.03,420.75,13647.0,420.463,92.0,,MSFT,1m
2024-09-12 15:02:00+00:00,420.76,420.83,420.55,420.79,7403.0,420.707,62.0,,MSFT,1m
2024-09-12 15:03:00+00:00,420.83,420.94,420.68,420.68,16033.0,420.805,91.0,,MSFT,1m
2024-09-12 15:04:00+00:00,420.7,420.96,420.51,420.86,14376.0,420.687,105.0,,MSFT,1m
2024-09-12 15:05:00+00:00,420.83,421.22,420.8,421.2,15374.0,421.116,80.0,,MSFT,1m
2024-09-12 15:06:00+00:00,421.18,421.43,421.17,421.28,20870.0,421.272,73.0,,MSFT,1m
2024-09-12 15:07:00+00:00,421.3,421.42,421.25,421.33,15125.0,421.321,63.0,,MSFT,1m
2024-09-12 15:08:00+00:00,421.2,421.5,421.2,421.38,11582.0,421.402,68.0,,MSFT,1m
2024-09-12 15:09:00+00:00,421.39,421.5,421.18,421.22,11654.0,421.35,92.0,,MSFT,1m
2024-09-12 15:10:00+00:00,421.22,421.38,421.06,421.19,11627.0,421.238,94.0,,MSFT,1m
2024-09-12 15:11:00+00:00,421.18,421.44,421.09,421.43,16244.0,421.265,66.0,,MSFT,1m
2024-09-12 15:12:00+00:00,421.4,421.51,421.33,421.4,29322.0,421.464,183.0,,MSFT,1m
2024-09-12 15:13:00+00:00,421.43,421.87,421.32,421.78,25821.0,421.626,147.0,,MSFT,1m
2024-09-12 15:14:00+00:00,421.84,421.84,421.62,421.68,7672.0,421.7,49.0,,MSFT,1m
2024-09-12 15:15:00+00:00,421.59,421.73,420.66,420.84,17733.0,421.264,146.0,,MSFT,1m
2024-09-12 15:16:00+00:00,420.76,421.03,420.44,420.8,17875.0,420.797,124.0,,MSFT,1m
2024-09-12 15:17:00+00:00,420.86,420.96,420.56,420.81,10191.0,420.789,80.0,,MSFT,1m
2024-09-12 15:18:00+00:00,420.83,420.97,420.67,420.69,10163.0,420.767,71.0,,MSFT,1m
2024-09-12 15:19:00+00:00,420.62,421.07,420.62,420.85,8387.0,420.909,71.0,,MSFT,1m
2024-09-12 15:20:00+00:00,420.85,420.91,420.61,420.74,10052.0,420.792,90.0,,MSFT,1m
2024-09-12 15:21:00+00:00,420.69,421.06,420.61,420.97,3940.0,420.864,31.0,,MSFT,1m
2024-09-12 15:22:00+00:00,420.99,421.02,420.33,420.67,9953.0,420.667,69.0,,MSFT,1m
2024-09-12 15:23:00+00:00,420.69,420.88,420.51,420.51,6675.0,420.739,39.0,,MSFT,1m
2024-09-12 15:24:00+00:00,420.55,420.59,420.3,420.56,13785.0,420.469,75.0,,MSFT,1m
2024-09-12 15:25:00+00:00,420.65,420.81,420.55,420.66,10337.0,420.683,86.0,,MSFT,1m
2024-09-12 15:26:00+00:00,420.63,420.75,420.16,420.63,14252.0,420.473,100.0,,MSFT,1m
2024-09-12 15:27:00+00:00,420.69,420.9,420.51,420.82,7222.0,420.747,55.0,,MSFT,1m
2024-09-12 15:28:00+00:00,420.86,420.94,420.72,420.86,6835.0,420.824,57.0,,MSFT,1m
2024-09-12 15:29:00+00:00,420.85,420.87,420.24,420.53,17399.0,420.695,118.0,,MSFT,1m
2024-09-12 15:30:00+00:00,420.53,420.66,420.24,420.6,13127.0,420.469,87.0,,MSFT,1m
2024-09-12 15:31:00+00:00,420.62,420.91,420.57,420.71,15490.0,420.733,78.0,,MSFT,1m
2024-09-12 15:32:00+00:00,420.6,420.83,420.47,420.73,30437.0,420.739,133.0,,MSFT,1m
2024-09-12 15:33:00+00:00,420.75,420.95,420.62,420.87,30034.0,420.793,165.0,,MSFT,1m
2024-09-12 15:34:00+00:00,420.88,420.92,420.68,420.75,10116.0,420.81,65.0,,MSFT,1m
2024-09-12 15:35:00+00:00,420.7,420.92,420.7,420.79,24117.0,420.801,93.0,,MSFT,1m
2024-09-12 15:36:00+00:00,420.78,420.87,420.7,420.75,18618.0,420.783,81.0,,MSFT,1m
2024-09-12 15:37:00+00:00,420.75,420.97,420.7,420.91,13909.0,420.885,65.0,,MSFT,1m
2024-09-12 15:38:00+00:00,420.89,420.89,420.19,420.46,20269.0,420.528,135.0,,MSFT,1m
2024-09-12 15:39:00+00:00,420.46,420.64,420.33,420.39,20431.0,420.473,109.0,,MSFT,1m
2024-09-12 15:40:00+00:00,420.4,420.52,420.38,420.49,10874.0,420.43,61.0,,MSFT,1m
2024-09-12 15:41:00+00:00,420.52,420.7,420.33,420.7,12394.0,420.495,68.0,,MSFT,1m
2024-09-12 15:42:00+00:00,420.73,420.75,420.38,420.38,20347.0,420.548,138.0,,MSFT,1m
2024-09-12 15:43:00+00:00,420.35,420.55,420.06,420.09,26226.0,420.291,146.0,,MSFT,1m
2024-09-12 15:44:00+00:00,420.09,420.35,420.09,420.29,17551.0,420.239,76.0,,MSFT,1m
2024-09-12 15:45:00+00:00,420.3,420.48,420.21,420.26,18857.0,420.314,84.0,,MSFT,1m
2024-09-12 15:46:00+00:00,420.28,420.31,419.98,420.13,32797.0,420.095,125.0,,MSFT,1m
2024-09-12 15:47:00+00:00,420.19,420.29,420.13,420.22,11083.0,420.223,54.0,,MSFT,1m
2024-09-12 15:48:00+00:00,420.22,420.36,420.07,420.24,6740.0,420.224,41.0,,MSFT,1m
2024-09-12 15:49:00+00:00,420.31,420.41,420.24,420.24,8393.0,420.342,34.0,,MSFT,1m
2024-09-12 15:50:00+00:00,420.31,420.37,420.11,420.24,4265.0,420.269,32.0,,MSFT,1m
2024-09-12 15:51:00+00:00,420.28,420.44,420.28,420.3,8256.0,420.359,66.0,,MSFT,1m
2024-09-12 15:52:00+00:00,420.29,420.55,420.26,420.55,14836.0,420.466,63.0,,MSFT,1m
2024-09-12 15:53:00+00:00,420.46,420.55,420.15,420.16,16095.0,420.26,56.0,,MSFT,1m
2024-09-12 15:54:00+00:00,420.15,420.19,419.81,420.11,19924.0,419.957,99.0,,MSFT,1m
2024-09-12 15:55:00+00:00,420.17,420.23,420.02,420.02,8025.0,420.157,49.0,,MSFT,1m
2024-09-12 15:56:00+00:00,420.13,420.36,420.04,420.18,5852.0,420.186,52.0,,MSFT,1m
2024-09-12 15:57:00+00:00,420.09,420.24,419.93,419.97,5692.0,420.062,45.0,,MSFT,1m
2024-09-12 15:58:00+00:00,420.02,420.03,419.77,419.96,12483.0,419.91,62.0,,MSFT,1m
2024-09-12 15:59:00+00:00,419.97,420.1,419.84,420.02,8149.0,419.995,49.0,,MSFT,1m
2024-09-12 16:00:00+00:00,420.0,420.09,419.8,419.82,6192.0,419.926,42.0,,MSFT,1m
2024-09-12 16:01:00+00:00,419.91,420.0,419.8,419.84,5200.0,419.904,41.0,,MSFT,1m
2024-09-12 16:02:00+00:00,419.87,420.15,419.82,420.14,22452.0,419.966,121.0,,MSFT,1m
2024-09-12 16:03:00+00:00,420.11,420.25,420.02,420.1,11029.0,420.097,70.0,,MSFT,1m
2024-09-12 16:04:00+00:00,420.14,420.4,420.14,420.36,13057.0,420.307,79.0,,MSFT,1m
2024-09-12 16:05:00+00:00,420.36,420.42,420.13,420.29,11171.0,420.248,65.0,,MSFT,1m
2024-09-12 16:06:00+00:00,420.25,420.38,420.23,420.3,8674.0,420.309,56.0,,MSFT,1m
2024-09-12 16:07:00+00:00,420.3,420.36,419.91,419.99,15528.0,420.199,83.0,,MSFT,1m
2024-09-12 16:08:00+00:00,419.94,420.14,419.81,420.09,11554.0,419.937,69.0,,MSFT,1m
2024-09-12 16:09:00+00:00,420.06,420.18,419.97,420.04,14927.0,420.058,112.0,,MSFT,1m
2024-09-12 16:10:00+00:00,420.05,420.31,419.97,420.3,18862.0,420.201,67.0,,MSFT,1m
2024-09-12 16:11:00+00:00,420.29,420.31,420.11,420.18,14353.0,420.244,55.0,,MSFT,1m
2024-09-12 16:12:00+00:00,420.19,420.37,420.08,420.37,9577.0,420.196,70.0,,MSFT,1m
2024-09-12 16:13:00+00:00,420.37,420.37,420.2,420.28,14527.0,420.268,71.0,,MSFT,1m
2024-09-12 16:14:00+00:00,420.26,420.49,420.08,420.49,8801.0,420.242,58.0,,MSFT,1m
2024-09-12 16:15:00+00:00,420.42,420.72,420.36,420.54,24960.0,420.517,104.0,,MSFT,1m
2024-09-12 16:16:00+00:00,420.55,420.58,420.36,420.38,7533.0,420.448,43.0,,MSFT,1m
2024-09-12 16:17:00+00:00,420.32,420.41,420.24,420.37,8492.0,420.323,45.0,,MSFT,1m
2024-09-12 16:18:00+00:00,420.41,420.43,420.35,420.41,3287.0,420.391,28.0,,MSFT,1m
2024-09-12 16:19:00+00:00,420.4,420.49,420.37,420.45,6114.0,420.415,40.0,,MSFT,1m
2024-09-12 16:20:00+00:00,420.55,420.69,420.46,420.53,10463.0,420.572,55.0,,MSFT,1m
2024-09-12 16:21:00+00:00,420.53,420.95,420.52,420.9,6027.0,420.736,33.0,,MSFT,1m
2024-09-12 16:22:00+00:00,420.87,420.96,420.83,420.92,9319.0,420.884,37.0,,MSFT,1m
2024-09-12 16:23:00+00:00,420.87,420.87,420.51,420.62,10726.0,420.66,84.0,,MSFT,1m
2024-09-12 16:24:00+00:00,420.58,420.64,420.45,420.59,8510.0,420.569,36.0,,MSFT,1m
2024-09-12 16:25:00+00:00,420.59,420.92,420.59,420.91,5632.0,420.787,47.0,,MSFT,1m
2024-09-12 16:26:00+00:00,420.88,421.03,420.85,420.99,9628.0,420.968,45.0,,MSFT,1m
2024-09-12 16:27:00+00:00,421.02,421.02,420.7,420.7,8964.0,420.831,59.0,,MSFT,1m
2024-09-12 16:28:00+00:00,420.73,421.13,420.73,421.06,9867.0,420.935,72.0,,MSFT,1m
2024-09-12 16:29:00+00:00,421.07,421.14,420.97,421.14,9920.0,421.073,63.0,,MSFT,1m
2024-09-12 16:30:00+00:00,421.11,421.34,420.94,421.04,11040.0,421.169,79.0,,MSFT,1m
2024-09-12 16:31:00+00:00,421.07,421.15,420.99,421.02,5441.0,421.068,43.0,,MSFT,1m
2024-09-12 16:32:00+00:00,421.06,421.24,421.04,421.11,15352.0,421.122,111.0,,MSFT,1m
2024-09-12 16:33:00+00:00,421.1,421.35,421.1,421.22,11918.0,421.227,58.0,,MSFT,1m
2024-09-12 16:34:00+00:00,421.25,421.3,421.15,421.2,7018.0,421.222,41.0,,MSFT,1m
2024-09-12 16:35:00+00:00,421.22,421.47,421.22,421.35,21597.0,421.395,91.0,,MSFT,1m
2024-09-12 16:36:00+00:00,421.32,421.34,421.01,421.09,13458.0,421.213,81.0,,MSFT,1m
2024-09-12 16:37:00+00:00,421.1,421.16,420.95,421.15,6660.0,421.089,50.0,,MSFT,1m
2024-09-12 16:38:00+00:00,421.15,421.3,421.15,421.24,5885.0,421.242,49.0,,MSFT,1m
2024-09-12 16:39:00+00:00,421.25,421.25,420.92,420.99,13072.0,421.061,84.0,,MSFT,1m
2024-09-12 16:40:00+00:00,420.99,421.12,420.8,420.89,12365.0,421.008,69.0,,MSFT,1m
2024-09-12 16:41:00+00:00,421.01,421.3,421.0,421.3,7483.0,421.164,33.0,,MSFT,1m
2024-09-12 16:42:00+00:00,421.35,421.61,421.34,421.44,10501.0,421.462,39.0,,MSFT,1m
2024-09-12 16:43:00+00:00,421.46,421.57,421.32,421.32,5971.0,421.472,47.0,,MSFT,1m
2024-09-12 16:44:00+00:00,421.32,421.4,421.28,421.34,9650.0,421.353,34.0,,MSFT,1m
2024-09-12 16:45:00+00:00,421.36,421.41,421.21,421.32,8889.0,421.298,67.0,,MSFT,1m
2024-09-12 16:46:00+00:00,421.36,421.39,421.26,421.33,3104.0,421.336,17.0,,MSFT,1m
2024-09-12 16:47:00+00:00,421.35,421.4,421.25,421.31,3578.0,421.337,28.0,,MSFT,1m
2024-09-12 16:48:00+00:00,421.33,421.49,421.32,421.49,6538.0,421.384,33.0,,MSFT,1m
2024-09-12 16:49:00+00:00,421.44,421.65,421.39,421.61,10173.0,421.512,69.0,,MSFT,1m
2024-09-12 16:50:00+00:00,421.63,421.96,421.62,421.8,20952.0,421.778,71.0,,MSFT,1m
2024-09-12 16:51:00+00:00,421.78,421.99,421.78,421.84,6556.0,421.882,41.0,,MSFT,1m
2024-09-12 16:52:00+00:00,421.9,422.05,421.84,422.05,11324.0,421.988,58.0,,MSFT,1m
2024-09-12 16:53:00+00:00,422.1,422.47,422.09,422.39,31355.0,422.29,135.0,,MSFT,1m
2024-09-12 16:54:00+00:00,422.4,422.49,422.26,422.43,15226.0,422.351,83.0,,MSFT,1m
2024-09-12 16:55:00+00:00,422.41,422.48,422.34,422.42,7203.0,422.406,64.0,,MSFT,1m
2024-09-12 16:56:00+00:00,422.43,422.57,422.4,422.56,12093.0,422.492,66.0,,MSFT,1m
2024-09-12 16:57:00+00:00,422.54,422.96,422.54,422.89,17238.0,422.718,113.0,,MSFT,1m
2024-09-12 16:58:00+00:00,422.91,422.97,422.68,422.81,16307.0,422.815,96.0,,MSFT,1m
2024-09-12 16:59:00+00:00,422.83,422.84,422.73,422.75,8249.0,422.791,41.0,,MSFT,1m
2024-09-12 17:00:00+00:00,422.75,423.0,422.64,422.67,7390.0,422.825,55.0,,MSFT,1m
2024-09-12 17:01:00+00:00,422.63,422.76,422.5,422.63,10154.0,422.603,57.0,,MSFT,1m
2024-09-12 17:02:00+00:00,422.58,422.86,422.5,422.77,9886.0,422.643,63.0,,MSFT,1m
2024-09-12 17:03:00+00:00,422.7,422.85,422.69,422.81,8347.0,422.795,47.0,,MSFT,1m
2024-09-12 17:04:00+00:00,422.8,423.0,422.72,422.89,17789.0,422.945,102.0,,MSFT,1m
2024-09-12 17:05:00+00:00,422.93,423.06,422.85,423.06,19311.0,422.961,102.0,,MSFT,1m
2024-09-12 17:06:00+00:00,423.06,423.23,423.06,423.2,13545.0,423.16,71.0,,MSFT,1m
2024-09-12 17:07:00+00:00,423.24,423.59,423.0,423.53,44401.0,423.404,187.0,,MSFT,1m
2024-09-12 17:08:00+00:00,423.49,423.66,423.47,423.6,25218.0,423.58,105.0,,MSFT,1m
2024-09-12 17:09:00+00:00,423.67,423.75,423.58,423.7,19052.0,423.676,69.0,,MSFT,1m
2024-09-12 17:10:00+00:00,423.76,423.89,423.72,423.89,19830.0,423.815,111.0,,MSFT,1m
2024-09-12 17:11:00+00:00,423.84,423.89,423.63,423.72,18197.0,423.722,109.0,,MSFT,1m
2024-09-12 17:12:00+00:00,423.71,423.77,423.65,423.69,5321.0,423.711,42.0,,MSFT,1m
2024-09-12 17:13:00+00:00,423.64,423.77,423.6,423.69,21781.0,423.686,105.0,,MSFT,1m
2024-09-12 17:14:00+00:00,423.71,423.8,423.67,423.73,9627.0,423.727,48.0,,MSFT,1m
2024-09-12 17:15:00+00:00,423.73,423.8,423.66,423.78,11463.0,423.752,63.0,,MSFT,1m
2024-09-12 17:16:00+00:00,423.77,423.85,423.57,423.65,20122.0,423.73,123.0,,MSFT,1m
2024-09-12 17:17:00+00:00,423.69,423.75,423.63,423.74,11132.0,423.71,84.0,,MSFT,1m
2024-09-12 17:18:00+00:00,423.75,423.82,423.68,423.72,6141.0,423.743,51.0,,MSFT,1m
2024-09-12 17:19:00+00:00,423.69,423.75,423.62,423.68,7314.0,423.69,39.0,,MSFT,1m
2024-09-12 17:20:00+00:00,423.62,423.62,423.11,423.23,24032.0,423.298,109.0,,MSFT,1m
2024-09-12 17:21:00+00:00,423.2,423.35,423.1,423.1,18326.0,423.226,147.0,,MSFT,1m
2024-09-12 17:22:00+00:00,423.15,423.49,423.04,423.43,36091.0,423.171,285.0,,MSFT,1m
2024-09-12 17:23:00+00:00,423.49,423.73,423.49,423.7,13836.0,423.595,68.0,,MSFT,1m
2024-09-12 17:24:00+00:00,423.62,423.89,423.53,423.85,15858.0,423.809,83.0,,MSFT,1m
2024-09-12 17:25:00+00:00,423.9,423.9,423.46,423.74,12880.0,423.646,72.0,,MSFT,1m
2024-09-12 17:26:00+00:00,423.74,423.95,423.72,423.95,11724.0,423.871,73.0,,MSFT,1m
2024-09-12 17:27:00+00:00,423.93,424.08,423.85,424.08,19907.0,423.962,117.0,,MSFT,1m
2024-09-12 17:28:00+00:00,424.09,424.17,424.01,424.11,30613.0,424.103,112.0,,MSFT,1m
2024-09-12 17:29:00+00:00,424.14,424.16,423.87,423.96,29479.0,424.067,108.0,,MSFT,1m
2024-09-12 17:30:00+00:00,423.96,424.45,423.96,424.42,56708.0,424.259,320.0,,MSFT,1m
2024-09-12 17:31:00+00:00,424.43,424.59,424.27,424.57,38051.0,424.449,171.0,,MSFT,1m
2024-09-12 17:32:00+00:00,424.58,424.67,424.43,424.62,23761.0,424.507,131.0,,MSFT,1m
2024-09-12 17:33:00+00:00,424.65,424.65,424.39,424.58,18548.0,424.517,106.0,,MSFT,1m
2024-09-12 17:34:00+00:00,424.55,424.63,424.31,424.54,64237.0,424.485,133.0,,MSFT,1m
2024-09-12 17:35:00+00:00,424.54,424.65,424.35,424.63,22634.0,424.543,84.0,,MSFT,1m
2024-09-12 17:36:00+00:00,424.63,424.77,424.48,424.58,16465.0,424.647,118.0,,MSFT,1m
2024-09-12 17:37:00+00:00,424.6,424.92,424.59,424.92,19727.0,424.8,105.0,,MSFT,1m
2024-09-12 17:38:00+00:00,424.9,424.95,424.8,424.93,9436.0,424.888,73.0,,MSFT,1m
2024-09-12 17:39:00+00:00,424.93,424.97,424.73,424.91,13398.0,424.867,107.0,,MSFT,1m
2024-09-12 17:40:00+00:00,424.9,424.95,424.7,424.75,7828.0,424.802,53.0,,MSFT,1m
2024-09-12 17:41:00+00:00,424.67,424.74,424.62,424.65,10403.0,424.682,53.0,,MSFT,1m
2024-09-12 17:42:00+00:00,424.69,424.74,424.61,424.64,8249.0,424.698,50.0,,MSFT,1m
