datetime,open,high,low,close,volume,average,barCount,symbol,interval
2024-09-09 13:30:00+00:00,912.57,913.77,912.57,913.77,509.0,913.107,4,LLY,1m
2024-09-09 13:31:00+00:00,913.2,914.27,911.0,912.8,51470.0,913.217,56,LLY,1m
2024-09-09 13:32:00+00:00,913.41,914.45,911.16,911.48,4872.0,912.871,38,LLY,1m
2024-09-09 13:33:00+00:00,912.05,913.35,910.52,913.35,12517.0,912.821,32,LLY,1m
2024-09-09 13:34:00+00:00,912.89,913.17,911.89,912.75,3508.0,912.676,26,LLY,1m
2024-09-09 13:35:00+00:00,914.03,915.43,913.76,914.41,10415.0,914.48,56,LLY,1m
2024-09-09 13:36:00+00:00,913.95,915.19,911.5,911.91,4744.0,913.129,26,LLY,1m
2024-09-09 13:37:00+00:00,912.07,912.95,911.4,912.68,7570.0,912.091,38,LLY,1m
2024-09-09 13:38:00+00:00,912.68,912.87,911.0,911.47,4379.0,912.183,29,LLY,1m
2024-09-09 13:39:00+00:00,911.28,911.28,910.63,911.12,2006.0,911.016,14,LLY,1m
2024-09-09 13:40:00+00:00,910.68,910.68,908.19,908.2,3063.0,909.154,22,LLY,1m
2024-09-09 13:41:00+00:00,908.46,908.79,907.24,908.32,3547.0,907.697,29,LLY,1m
2024-09-09 13:42:00+00:00,908.14,908.14,907.11,907.21,700.0,907.617,7,LLY,1m
2024-09-09 13:43:00+00:00,907.38,907.38,906.14,906.93,9688.0,906.675,19,LLY,1m
2024-09-09 13:44:00+00:00,907.11,907.11,904.74,904.74,3115.0,905.719,18,LLY,1m
2024-09-09 13:45:00+00:00,905.98,906.73,905.51,906.13,1400.0,906.123,13,LLY,1m
2024-09-09 13:46:00+00:00,906.73,908.1,906.12,907.98,6140.0,907.041,56,LLY,1m
2024-09-09 13:47:00+00:00,907.93,908.98,907.66,908.56,2026.0,908.117,14,LLY,1m
2024-09-09 13:48:00+00:00,908.57,909.2,908.56,908.83,2355.0,908.84,17,LLY,1m
2024-09-09 13:49:00+00:00,908.75,909.28,907.92,907.98,1681.0,908.403,14,LLY,1m
2024-09-09 13:50:00+00:00,907.49,909.33,907.48,909.33,1892.0,908.857,15,LLY,1m
2024-09-09 13:51:00+00:00,909.29,909.66,908.5,908.5,2457.0,909.01,17,LLY,1m
2024-09-09 13:52:00+00:00,908.5,909.89,908.5,909.89,5961.0,909.06,40,LLY,1m
2024-09-09 13:53:00+00:00,908.97,909.89,908.4,908.4,2110.0,908.879,18,LLY,1m
2024-09-09 13:54:00+00:00,908.04,908.35,907.65,907.74,22280.0,908.205,40,LLY,1m
2024-09-09 13:55:00+00:00,907.65,907.74,907.18,907.19,923.0,907.383,9,LLY,1m
2024-09-09 13:56:00+00:00,907.19,908.25,907.18,907.32,3503.0,907.702,19,LLY,1m
2024-09-09 13:57:00+00:00,908.06,908.06,908.06,908.06,705.0,908.06,4,LLY,1m
2024-09-09 13:58:00+00:00,907.21,907.21,906.0,906.16,900.0,906.651,9,LLY,1m
2024-09-09 13:59:00+00:00,906.0,906.61,904.74,906.61,4143.0,905.515,18,LLY,1m
2024-09-09 14:00:00+00:00,906.0,906.0,904.81,905.61,2171.0,905.482,14,LLY,1m
2024-09-09 14:01:00+00:00,905.7,906.75,905.69,906.09,2296.0,906.274,21,LLY,1m
2024-09-09 14:02:00+00:00,906.09,906.97,906.08,906.09,1534.0,906.418,14,LLY,1m
2024-09-09 14:03:00+00:00,906.4,907.2,906.09,906.1,2769.0,906.689,22,LLY,1m
2024-09-09 14:04:00+00:00,905.64,907.02,904.81,905.41,3517.0,905.749,16,LLY,1m
2024-09-09 14:05:00+00:00,904.81,904.96,904.74,904.95,4900.0,904.761,38,LLY,1m
2024-09-09 14:06:00+00:00,905.15,905.15,904.73,904.73,11294.0,904.903,49,LLY,1m
2024-09-09 14:07:00+00:00,904.73,904.84,903.52,904.16,7095.0,904.357,45,LLY,1m
2024-09-09 14:08:00+00:00,904.16,904.39,903.67,904.07,6764.0,904.299,13,LLY,1m
2024-09-09 14:09:00+00:00,904.2,905.06,904.0,905.06,2785.0,904.419,22,LLY,1m
2024-09-09 14:10:00+00:00,904.5,906.0,904.5,905.95,1670.0,905.212,6,LLY,1m
2024-09-09 14:11:00+00:00,905.83,905.83,904.0,904.0,1800.0,904.757,15,LLY,1m
2024-09-09 14:12:00+00:00,904.18,904.62,903.7,904.61,1534.0,904.091,9,LLY,1m
2024-09-09 14:13:00+00:00,904.2,905.06,904.2,904.95,2470.0,904.536,16,LLY,1m
2024-09-09 14:14:00+00:00,904.64,905.3,904.64,904.7,1076.0,904.94,7,LLY,1m
2024-09-09 14:15:00+00:00,905.39,905.4,904.96,905.4,1276.0,905.069,6,LLY,1m
2024-09-09 14:16:00+00:00,905.71,906.42,905.23,906.42,34000.0,905.266,11,LLY,1m
2024-09-09 14:17:00+00:00,906.41,906.79,906.28,906.3,2078.0,906.469,18,LLY,1m
2024-09-09 14:18:00+00:00,906.62,907.02,905.91,906.41,2099.0,906.654,17,LLY,1m
2024-09-09 14:19:00+00:00,906.41,906.76,905.49,905.83,4709.0,906.317,30,LLY,1m
2024-09-09 14:20:00+00:00,904.97,905.39,904.61,905.03,1813.0,904.985,16,LLY,1m
2024-09-09 14:21:00+00:00,904.6,904.6,904.0,904.3,1500.0,904.289,15,LLY,1m
2024-09-09 14:22:00+00:00,903.78,904.24,903.74,904.17,2211.0,903.939,20,LLY,1m
2024-09-09 14:23:00+00:00,904.49,904.53,903.98,904.37,1320.0,904.262,10,LLY,1m
2024-09-09 14:24:00+00:00,904.53,905.0,904.07,904.07,1582.0,904.72,5,LLY,1m
2024-09-09 14:25:00+00:00,904.23,904.84,903.72,904.21,963.0,904.214,9,LLY,1m
2024-09-09 14:26:00+00:00,904.23,904.23,904.1,904.23,967.0,904.183,5,LLY,1m
2024-09-09 14:27:00+00:00,904.0,904.0,902.71,902.71,2265.0,903.447,18,LLY,1m
2024-09-09 14:28:00+00:00,902.85,903.13,902.76,903.13,486.0,902.856,3,LLY,1m
2024-09-09 14:29:00+00:00,902.71,902.71,902.0,902.0,1851.0,902.175,14,LLY,1m
2024-09-09 14:30:00+00:00,901.49,901.52,901.27,901.52,988.0,901.415,8,LLY,1m
2024-09-09 14:31:00+00:00,901.51,902.25,901.39,902.25,1405.0,901.788,12,LLY,1m
2024-09-09 14:32:00+00:00,902.44,902.44,902.26,902.27,350.0,902.316,2,LLY,1m
2024-09-09 14:33:00+00:00,902.02,902.57,901.48,901.48,2733.0,901.766,19,LLY,1m
2024-09-09 14:34:00+00:00,901.41,902.51,901.4,902.51,1702.0,902.155,11,LLY,1m
2024-09-09 14:35:00+00:00,902.72,903.48,902.44,903.01,3550.0,903.048,16,LLY,1m
2024-09-09 14:36:00+00:00,902.42,902.61,902.4,902.61,858.0,902.539,5,LLY,1m
2024-09-09 14:37:00+00:00,902.34,903.0,902.28,902.39,2055.0,902.502,16,LLY,1m
2024-09-09 14:38:00+00:00,902.06,902.5,902.0,902.5,1713.0,902.358,9,LLY,1m
2024-09-09 14:39:00+00:00,902.5,902.5,901.96,902.22,803.0,902.237,8,LLY,1m
2024-09-09 14:40:00+00:00,901.92,902.06,901.91,902.06,639.0,901.939,2,LLY,1m
2024-09-09 14:41:00+00:00,902.25,903.0,901.77,903.0,2996.0,902.303,11,LLY,1m
2024-09-09 14:42:00+00:00,902.6,903.72,902.6,903.63,2153.0,903.199,13,LLY,1m
2024-09-09 14:43:00+00:00,903.12,903.3,902.92,902.92,1007.0,903.038,10,LLY,1m
2024-09-09 14:44:00+00:00,903.31,903.31,902.62,903.11,1912.0,903.002,17,LLY,1m
2024-09-09 14:45:00+00:00,903.0,903.34,902.79,903.08,1282.0,903.077,10,LLY,1m
2024-09-09 14:46:00+00:00,903.08,903.84,903.08,903.83,1632.0,903.45,10,LLY,1m
2024-09-09 14:47:00+00:00,903.52,903.53,903.52,903.52,100.0,903.521,1,LLY,1m
2024-09-09 14:48:00+00:00,903.52,903.52,903.52,903.52,0.0,903.52,0,LLY,1m
2024-09-09 14:49:00+00:00,903.58,904.24,903.1,904.24,901.0,903.426,7,LLY,1m
2024-09-09 14:50:00+00:00,902.88,904.03,902.88,903.47,3137.0,903.804,20,LLY,1m
2024-09-09 14:51:00+00:00,903.65,904.0,903.28,903.28,2010.0,903.742,15,LLY,1m
2024-09-09 14:52:00+00:00,903.1,904.15,902.8,903.48,2801.0,903.549,20,LLY,1m
2024-09-09 14:53:00+00:00,903.48,903.48,901.43,901.69,2617.0,902.304,23,LLY,1m
2024-09-09 14:54:00+00:00,902.18,902.33,900.0,900.01,8883.0,901.002,57,LLY,1m
2024-09-09 14:55:00+00:00,900.46,901.94,900.01,901.4,2022.0,900.9,15,LLY,1m
2024-09-09 14:56:00+00:00,901.89,901.9,899.72,899.73,2569.0,900.282,16,LLY,1m
2024-09-09 14:57:00+00:00,899.51,900.43,898.01,898.1,8248.0,899.304,63,LLY,1m
2024-09-09 14:58:00+00:00,898.07,898.07,896.07,897.09,9787.0,897.171,69,LLY,1m
2024-09-09 14:59:00+00:00,897.51,898.01,897.09,897.59,3760.0,897.521,25,LLY,1m
2024-09-09 15:00:00+00:00,897.59,897.59,897.59,897.59,0.0,897.59,0,LLY,1m
2024-09-09 15:01:00+00:00,897.28,898.84,897.28,897.44,4187.0,897.943,8,LLY,1m
2024-09-09 15:02:00+00:00,898.06,898.14,896.07,896.07,5893.0,896.956,26,LLY,1m
2024-09-09 15:03:00+00:00,896.35,898.53,896.24,897.29,6131.0,896.871,20,LLY,1m
2024-09-09 15:04:00+00:00,898.29,898.29,897.37,897.37,200.0,897.831,2,LLY,1m
2024-09-09 15:05:00+00:00,897.0,897.3,896.79,897.3,936.0,897.061,7,LLY,1m
2024-09-09 15:06:00+00:00,897.0,898.1,897.0,898.1,205.0,897.563,2,LLY,1m
2024-09-09 15:07:00+00:00,896.79,897.41,896.71,897.41,1183.0,896.915,8,LLY,1m
2024-09-09 15:08:00+00:00,897.26,898.61,897.22,898.29,3899.0,897.898,34,LLY,1m
