datetime,open,high,low,close,volume,average,barCount,symbol,interval
2024-09-09 13:30:00+00:00,216.03,216.5,214.13,214.4,833963.0,215.623,2019,TSLA,1m
2024-09-09 13:31:00+00:00,214.5,215.1,213.86,214.69,538807.0,214.51,1831,TSLA,1m
2024-09-09 13:32:00+00:00,214.61,214.8,213.67,214.37,475426.0,214.138,1854,TSLA,1m
2024-09-09 13:33:00+00:00,214.39,216.07,213.99,216.02,480542.0,214.866,1609,TSLA,1m
2024-09-09 13:34:00+00:00,216.0,217.69,215.5,217.53,806953.0,216.784,3002,TSLA,1m
2024-09-09 13:35:00+00:00,217.64,217.95,216.51,217.93,644493.0,217.492,2511,TSLA,1m
2024-09-09 13:36:00+00:00,217.9,218.34,217.15,218.24,500210.0,217.837,2062,TSLA,1m
2024-09-09 13:37:00+00:00,218.28,218.7,217.81,218.39,510306.0,218.282,2112,TSLA,1m
2024-09-09 13:38:00+00:00,218.54,218.77,217.52,218.62,381317.0,218.14,1614,TSLA,1m
2024-09-09 13:39:00+00:00,218.63,218.76,217.95,218.51,320612.0,218.39,1347,TSLA,1m
2024-09-09 13:40:00+00:00,218.59,218.66,217.77,218.57,413986.0,218.303,1558,TSLA,1m
2024-09-09 13:41:00+00:00,218.61,219.06,217.73,218.9,371775.0,218.385,1451,TSLA,1m
2024-09-09 13:42:00+00:00,218.91,218.98,217.76,217.9,348637.0,218.232,1481,TSLA,1m
2024-09-09 13:43:00+00:00,217.88,218.43,217.74,218.1,258459.0,217.964,1016,TSLA,1m
2024-09-09 13:44:00+00:00,218.15,218.46,217.52,217.95,280229.0,217.873,1095,TSLA,1m
2024-09-09 13:45:00+00:00,218.03,218.2,217.35,217.97,288554.0,217.864,1101,TSLA,1m
2024-09-09 13:46:00+00:00,217.93,218.4,216.73,217.14,389429.0,217.455,1379,TSLA,1m
2024-09-09 13:47:00+00:00,217.27,217.55,216.63,216.67,258572.0,217.105,1058,TSLA,1m
2024-09-09 13:48:00+00:00,216.63,216.83,215.25,215.42,497543.0,215.997,1896,TSLA,1m
2024-09-09 13:49:00+00:00,215.44,216.14,215.41,215.82,287955.0,215.823,1042,TSLA,1m
2024-09-09 13:50:00+00:00,215.84,216.7,215.83,216.63,292827.0,216.314,1268,TSLA,1m
2024-09-09 13:51:00+00:00,216.62,216.89,215.95,216.06,309563.0,216.489,1178,TSLA,1m
2024-09-09 13:52:00+00:00,215.95,216.51,215.93,216.06,215396.0,216.231,772,TSLA,1m
2024-09-09 13:53:00+00:00,216.03,216.16,215.61,215.92,199175.0,215.893,802,TSLA,1m
2024-09-09 13:54:00+00:00,215.88,216.26,215.61,215.7,155406.0,215.917,724,TSLA,1m
2024-09-09 13:55:00+00:00,215.72,216.69,215.61,216.08,298382.0,216.334,969,TSLA,1m
2024-09-09 13:56:00+00:00,216.11,216.85,215.93,216.6,181013.0,216.399,664,TSLA,1m
2024-09-09 13:57:00+00:00,216.57,217.86,216.57,217.81,360911.0,217.457,1376,TSLA,1m
2024-09-09 13:58:00+00:00,217.84,218.44,217.8,218.42,327214.0,218.129,1247,TSLA,1m
2024-09-09 13:59:00+00:00,218.43,218.7,218.2,218.38,324394.0,218.451,1138,TSLA,1m
2024-09-09 14:00:00+00:00,218.37,218.64,218.14,218.33,271512.0,218.391,963,TSLA,1m
2024-09-09 14:01:00+00:00,218.35,218.95,218.1,218.62,384294.0,218.64,1389,TSLA,1m
2024-09-09 14:02:00+00:00,218.65,218.98,218.5,218.98,243120.0,218.771,893,TSLA,1m
2024-09-09 14:03:00+00:00,218.96,219.7,218.77,219.63,573807.0,219.33,2031,TSLA,1m
2024-09-09 14:04:00+00:00,219.63,219.7,218.95,219.04,380680.0,219.364,1533,TSLA,1m
2024-09-09 14:05:00+00:00,219.02,219.07,218.39,218.41,258640.0,218.698,938,TSLA,1m
2024-09-09 14:06:00+00:00,218.42,218.66,218.05,218.43,285624.0,218.327,948,TSLA,1m
2024-09-09 14:07:00+00:00,218.49,218.6,217.65,218.09,265081.0,218.011,990,TSLA,1m
2024-09-09 14:08:00+00:00,218.09,218.37,217.91,218.27,166043.0,218.159,550,TSLA,1m
2024-09-09 14:09:00+00:00,218.27,218.64,218.04,218.31,192858.0,218.377,776,TSLA,1m
2024-09-09 14:10:00+00:00,218.35,219.35,218.31,219.14,327110.0,218.868,1281,TSLA,1m
2024-09-09 14:11:00+00:00,219.17,219.6,219.11,219.43,245307.0,219.362,1075,TSLA,1m
2024-09-09 14:12:00+00:00,219.43,219.46,219.11,219.25,173067.0,219.257,598,TSLA,1m
2024-09-09 14:13:00+00:00,219.21,219.39,218.95,219.14,161799.0,219.157,548,TSLA,1m
